-1.402400000000000091e+03,-2.845800000000000182e+03
-7.012000000000000455e+02,-2.845800000000000182e+03
0.000000000000000000e+00,-2.845800000000000182e+03
7.012000000000002728e+02,-2.845800000000000182e+03
1.402400000000000091e+03,-2.845800000000000182e+03
-2.103600000000000364e+03,-2.134600000000000364e+03
-1.402400000000000091e+03,-2.134600000000000364e+03
-7.012000000000000455e+02,-2.134600000000000364e+03
0.000000000000000000e+00,-2.134600000000000364e+03
7.012000000000002728e+02,-2.134600000000000364e+03
1.402400000000000546e+03,-2.134600000000000364e+03
2.103600000000000364e+03,-2.134600000000000364e+03
-2.804800000000000182e+03,-1.423400000000000091e+03
-2.103600000000000364e+03,-1.423400000000000091e+03
-1.402400000000000091e+03,-1.423400000000000091e+03
-7.011999999999998181e+02,-1.423400000000000091e+03
0.000000000000000000e+00,-1.423400000000000091e+03
7.011999999999998181e+02,-1.423400000000000091e+03
1.402400000000000546e+03,-1.423400000000000091e+03
2.103600000000000364e+03,-1.423400000000000091e+03
2.804800000000000182e+03,-1.423400000000000091e+03
-2.804800000000000182e+03,-7.122000000000000455e+02
-2.103600000000000364e+03,-7.122000000000000455e+02
-1.402400000000000091e+03,-7.122000000000000455e+02
-7.011999999999998181e+02,-7.122000000000000455e+02
0.000000000000000000e+00,-7.122000000000000455e+02
7.011999999999998181e+02,-7.122000000000000455e+02
1.402400000000000546e+03,-7.122000000000000455e+02
2.103600000000000364e+03,-7.122000000000000455e+02
2.804800000000000182e+03,-7.122000000000000455e+02
-2.804800000000000182e+03,-1.000000000000000000e+00
-2.103600000000000364e+03,-1.000000000000000000e+00
-1.402400000000000091e+03,-1.000000000000000000e+00
-7.011999999999998181e+02,-1.000000000000000000e+00
0.000000000000000000e+00,-1.000000000000000000e+00
7.011999999999998181e+02,-1.000000000000000000e+00
1.402400000000000546e+03,-1.000000000000000000e+00
2.103600000000000364e+03,-1.000000000000000000e+00
2.804800000000000182e+03,-1.000000000000000000e+00
-2.804800000000000182e+03,7.102000000000000455e+02
-2.103600000000000364e+03,7.102000000000000455e+02
-1.402400000000000091e+03,7.102000000000000455e+02
-7.011999999999998181e+02,7.102000000000000455e+02
0.000000000000000000e+00,7.102000000000000455e+02
7.011999999999998181e+02,7.102000000000000455e+02
1.402400000000000546e+03,7.102000000000000455e+02
2.103600000000000364e+03,7.102000000000000455e+02
2.804800000000000182e+03,7.102000000000000455e+02
-2.804800000000000182e+03,1.421400000000000091e+03
-2.103600000000000364e+03,1.421400000000000091e+03
-1.402400000000000091e+03,1.421400000000000091e+03
-7.011999999999998181e+02,1.421400000000000091e+03
0.000000000000000000e+00,1.421400000000000091e+03
7.011999999999998181e+02,1.421400000000000091e+03
1.402400000000000546e+03,1.421400000000000091e+03
2.103600000000000364e+03,1.421400000000000091e+03
2.804800000000000182e+03,1.421400000000000091e+03
-2.103600000000000364e+03,2.132600000000000364e+03
-1.402400000000000091e+03,2.132600000000000364e+03
-7.012000000000000455e+02,2.132600000000000364e+03
0.000000000000000000e+00,2.132600000000000364e+03
7.012000000000002728e+02,2.132600000000000364e+03
1.402400000000000546e+03,2.132600000000000364e+03
2.103600000000000364e+03,2.132600000000000364e+03
-1.402400000000000091e+03,2.843800000000000182e+03
-7.012000000000000455e+02,2.843800000000000182e+03
0.000000000000000000e+00,2.843800000000000182e+03
7.012000000000002728e+02,2.843800000000000182e+03
1.402400000000000091e+03,2.843800000000000182e+03
