8.483675615894637190e+01,-9.663318329179651300e+01,-4.242931291494838608e-01,1.654062190281551326e+00
-4.700574329100622890e+02,-1.425817809376191576e+02,1.954462190825405343e-01,3.490752192686781274e-01
-2.693384958531875668e+02,1.411285025983427488e+02,4.499442316133325792e-01,-1.500670157438332986e+00
4.309895549588051722e+02,1.546607094191673468e+02,-3.702483593243215965e-01,-9.910308979216366776e-01
4.736647919014296235e+02,-8.450594735834910409e+01,-4.227386895700921410e-01,1.008658190289403844e+00
-3.442061089733882682e+02,-1.514329137703586241e+02,1.027381303960671483e-01,1.635576077294121022e+00
-6.958381558947968415e+02,-6.321945736874624799e+01,3.267782935751641915e-01,-4.607042418110086635e-01
1.973189359739496069e+02,1.321666709614663660e+02,4.325650891642986995e-01,-2.231715675028336232e+00
8.707734842261066888e+02,2.737029688522712263e+02,-1.194394782969546848e-01,-9.856986845549405019e-02
-8.191697091275639053e+00,-5.096320217012056020e+01,-1.030369131125762339e+00,2.822889106977198637e+00
-9.591690301445435125e+02,-4.375872639219812754e+02,-1.252358711174959005e-01,6.077777774061218219e-01
-1.864217446749514409e+02,-3.102905309763950470e+01,1.407240295957844056e+00,-3.060957402955738260e+00
9.121318732267415044e+02,5.141490937617465988e+02,4.176072951850149928e-01,-8.884541858815035997e-01
3.442184956684924941e+02,1.362540389693399163e+02,-1.335107143339191671e+00,2.891911008657888082e+00
-7.349423102841316222e+02,-4.041221559753394672e+02,-3.531485006528304882e-01,1.137545507875519224e+00
-4.503263221976408204e+02,-1.651310008938155249e+02,7.616032408450558178e-01,-2.256056249736991592e+00
4.685636436452613793e+02,1.712643807961663640e+02,3.555885219273209330e-01,-1.133831923964516930e+00
5.490128748468032427e+02,1.071244954345715144e+02,1.081515227195338491e-01,1.202615757610611791e+00
-9.889426724066782981e+01,9.075775745696911656e+01,6.328201213833826999e-02,1.146706621163957163e+00
-5.915587787513547937e+02,-2.913628794705240832e+00,-9.047905126929972619e-01,1.374605957572253845e-01
-2.697092281036438521e+02,-3.033988117274764704e+02,-6.111658708764949877e-01,-1.165942705516445077e+00
6.005567958472266810e+02,-1.228446874177707144e+02,1.310488728199072916e+00,-1.378625605043701574e+00
5.380949645821435752e+02,3.435412419221759137e+02,8.739833842146809140e-01,1.403421867095733688e+00
-6.498333996896292319e+02,1.525720809325572702e+02,-1.077595902290362950e+00,2.290403347784224497e+00
-3.487080364156298629e+02,-3.917964967010502733e+02,-1.567399723118412247e+00,-1.521728518994543311e+00
7.163014230969865821e+02,-8.481408559461046082e+01,3.194642333018140601e-01,-2.763683613551387808e+00
7.802529354416836895e+02,-2.460754940228067511e+01,2.929518828073603420e-01,2.392811950658162878e+00
-7.950644594134827230e+02,-1.388948980909653983e+02,6.208598369235306391e-01,2.908334171476466334e+00
-8.101549610421409398e+02,2.898302055682747209e+02,7.275880423310298051e-01,-2.880605639034341081e+00
7.793589655377819554e+02,4.377140892829179961e+02,-1.405494751961178013e+00,-2.899763972007721957e+00
7.986039387372990177e+02,-4.246250485266758687e+02,-1.763107597776129465e+00,2.816456575674428642e+00
-6.537642835888730133e+02,-6.646417142499301463e+02,1.659988897256435170e+00,2.526959390628633617e+00
-8.386419526382708227e+02,3.739411095786367696e+02,2.297279599199798295e+00,-2.078628920882231945e+00
3.325424071708962970e+02,7.136613253264849845e+02,-1.190427871784460967e+00,-2.518555117813671806e+00
9.436848296768158662e+02,-1.102766282391438750e+02,-1.986936837030314651e+00,4.203644926053899389e-01
2.203054056756147645e+02,-4.848433654803774857e+02,2.588239677833656383e-01,2.592313200886561919e+00
-1.041002140983102208e+03,-2.721092888495326179e+02,6.533657638182621685e-01,1.756841562218215858e+00
-8.789683795797675430e+02,2.411335365099201411e+01,8.180472748732856569e-01,-2.885018518069669913e+00
1.145326744608278204e+03,6.888001145612709024e+02,1.185266413221709003e+00,-4.743345859951494603e+00
1.573436695069071675e+03,5.750482250265039283e+02,-1.726759370863005794e+00,3.383794884144958548e+00
-1.119022829001973605e+03,-1.006375968323998222e+03,-3.066759679010576889e+00,6.703283141109459109e+00
-2.008464009123204733e+03,-1.100479882626077824e+03,2.016132454046550837e+00,-3.803707221179994935e+00
8.302019535837376907e+02,1.050604722658281617e+03,-1.273177740908500999e+00,3.195112643149804921e+00
