7.824279071123614502e+11,1.288757258059953308e+11,-3.226861800733232021e+09,-5.445487308842930794e+08,4.558916873931884766e+02,-6.125146203041076660e+02
-2.038881197356801758e+11,-4.545746253484667358e+11,-1.847423891556379557e+09,3.541348963917958260e+09,-6.537686638832092285e+02,1.566098773002624512e+03
-6.264749414228365479e+11,-6.090021953377570801e+11,1.900189902461741447e+09,1.117693987947789431e+09,-1.481180191040039062e+02,1.417618770599365234e+02
-1.027057682126316528e+11,-3.171937203353450928e+11,-2.137598457897076130e+09,-1.753702266370518684e+09,4.863807728290557861e+02,-1.027309634208679199e+03
4.729120252568640747e+11,1.328532309297991333e+11,-4.785768547473239899e+09,6.411111339709105492e+08,-3.602239789962768555e+02,3.437956483364105225e+02
4.109779027259003906e+11,4.648614239364954224e+11,5.069582219098500609e+08,6.479621108057115078e+08,1.172743339538574219e+02,6.979631652832031250e+02
-4.223696207005151367e+11,8.905599794213098145e+10,1.299659313642747402e+09,-2.244750687729617119e+09,7.646084556579589844e+02,-1.150305576086044312e+03
-9.262610579320871582e+11,-5.088718164612854614e+11,-2.322497901722126961e+09,-1.671384291338493824e+09,-4.611909141540527344e+02,-3.718881196975708008e+02
1.602169431803625679e+10,-1.354822147968580475e+11,-3.922865437722339630e+08,-6.399388113327044249e+08,1.136671074956655502e+03,-2.013503436088562012e+03
8.287283300201177979e+11,4.567522247010487671e+11,1.936803335593622625e+08,5.767263741857050657e+08,-3.669930515289306641e+02,-1.487849016189575195e+02
-1.986962561572239990e+11,1.916823825940946579e+09,-3.326544481634039879e+09,7.230570222110374451e+09,-7.587392678260803223e+02,1.603405357494950294e+03
-9.149176844051514893e+11,-4.052153892180488892e+11,-2.416331867130360007e+08,1.074989780003968620e+10,2.636581592559814453e+02,1.430012311935424805e+02
4.378024136415581665e+11,9.319632944195320129e+10,3.651460063948291779e+09,2.599802976382850170e+09,2.609455909729003906e+02,-5.729289598464965820e+02
1.069055909274075684e+12,2.017047544643046875e+11,-4.231886651938770413e+08,-4.811434481669009209e+09,2.007319564819335938e+02,-5.171137332916259766e+02
-4.352284323250215454e+11,-2.292598873071551819e+11,-1.017013575321871489e+08,-2.165747280712673664e+09,-6.957318115234375000e+01,-7.153332095146179199e+02
-8.972598230530366211e+11,-1.211413135568457642e+11,5.187681032217403412e+09,1.132962413168464422e+09,9.237059307098388672e+02,-1.220487542152404785e+03
5.562968499970069580e+11,-1.174148147335438385e+11,-4.472236650568959117e+08,4.807177752617815137e+07,8.577418050765991211e+02,1.745461300373077393e+03
9.069332416851654053e+11,-5.140114125141680298e+11,-7.632604810741940498e+09,-6.074305928421674967e+08,-2.433388671875000000e+02,4.635288906097412109e+02
-2.132068653342060852e+11,8.721205558837110901e+10,-1.822339090889683485e+09,-6.125330241390954256e+08,8.282205398082733154e+02,8.564719440937042236e+02
-5.501830257194750977e+11,8.675714522451553955e+11,1.274382599636729479e+09,-1.882914485546206951e+09,-6.731997013092041016e+01,2.890307979583740234e+02
9.575867302864663696e+10,-1.035861886845416565e+11,-4.421130085785140038e+09,-3.911231712620484352e+09,5.289894735813140869e+02,3.217506996393203735e+02
6.738763013150578613e+11,-1.019191160119746704e+12,-1.026327064873238444e+09,-4.662381766567461967e+09,1.466110572814941406e+02,-5.149947338104248047e+02
5.269576767208337402e+11,1.484459709267539673e+11,5.702781927223939896e+09,6.979103434001857042e+07,2.411197105407714844e+03,1.049304292678833008e+03
-6.646078060873662109e+11,1.160966679099054199e+12,7.989075116821175814e+08,4.954071660763615608e+09,-1.358475017547607422e+02,2.799404468536376953e+02
-1.135793458502617920e+12,3.810779578182374268e+11,4.989737603144676983e+07,-2.281480373026926517e+09,1.485451793670654297e+02,-1.597753791809082031e+02
6.579620031297346191e+11,-4.271648057373820190e+11,9.390245003872110367e+09,-1.072590815812985229e+10,3.140004768371582031e+02,3.405979691028594971e+03
1.527455235024104004e+12,-5.357178657508327026e+11,6.362223674809629440e+09,-9.259714749422373772e+08,-8.879463768005371094e+01,-1.427923631668090820e+03
-8.082567378705998535e+11,-3.643123134547088013e+11,-4.089504621165951252e+09,9.874931263445550919e+09,1.140778264999389648e+02,2.659501152038574219e+02
-1.965711771023125977e+12,6.590333494284169922e+11,7.530539006075035334e+08,-2.952822708509869576e+08,8.995575904846191406e+01,-3.757299518585205078e+01
3.843110896931163330e+11,1.182999402092885010e+12,6.472163836649744987e+09,-9.625000721826337814e+09,-9.614810094833374023e+02,-4.343229113578796387e+03
1.444660280076638184e+12,-6.789048180374340820e+11,-2.707989536399096966e+09,1.850887208313891888e+08,-3.436189191818237305e+03,1.306086804866790771e+03
-5.115230457455720215e+11,-1.928688652086696777e+12,-5.604236006309439659e+09,7.528896997624134064e+09,-2.572183084487915039e+02,-1.095788743972778320e+03
-1.294235765437161377e+12,2.395174732600846558e+11,3.268821785750185490e+09,3.208170727926956177e+09,-1.951500515937805176e+03,3.907212927341461182e+02
5.056630450945434570e+09,1.839881122944743408e+12,9.868317478593750000e+08,2.510543477193458080e+09,-2.943247575685381889e+02,-7.921394195556640625e+02
7.352139117425432129e+11,-9.201510720886970520e+10,-8.262691409293842316e+09,3.276402053967727184e+09,-1.241659069538116455e+03,-4.367504119873046875e+00
2.959992453129125977e+11,-1.498636008281994629e+12,-5.070660778692678452e+09,3.863162688465363979e+08,-3.156891324520111084e+02,-1.027671674728393555e+03
-7.380205289389783936e+11,-8.140777803022422791e+10,1.912871206128610373e+09,2.275555916693125248e+09,2.940043172359466553e+03,1.520686240375041962e+03
-8.873455520304913330e+11,9.767359153641298828e+11,2.255153722889959812e+09,2.198177189369822025e+09,1.121630144119262695e+01,4.379533033370971680e+02
1.267500196958933838e+12,6.913807960269718018e+11,1.618722518956664324e+09,-3.401324402419738770e+09,2.698509120941162109e+02,2.091375391483306885e+03
1.768849696124759766e+12,5.227564481430133057e+11,-4.326785507011145592e+09,3.973317749614519119e+09,-1.590718221664428711e+02,6.485792686939239502e+02
-2.076008024558014648e+12,-4.329372466933380737e+11,-1.409064551012408447e+10,1.136924972411945534e+10,2.048287353515625000e+02,-6.426639344692230225e+02
-2.403526481769711426e+12,-1.677945616079788818e+12,-6.069041166760122299e+09,-7.353215147290655136e+09,-3.606290979385375977e+02,-3.889175421714782715e+03
3.481812261862104492e+12,-1.404246809900031128e+11,1.219944079510248947e+10,-1.479781898444355011e+10,1.603651105880737305e+03,-2.216232745647430420e+03
2.993971982248292480e+12,2.378216907901557617e+12,5.834162708290431023e+09,1.423914634513513565e+10,1.232167331695556641e+03,9.350149056434631348e+03
-5.106893760862830078e+12,9.916554126222940674e+11,-1.509298077393002510e+10,1.571692112085136986e+10,-2.822637880325317383e+03,5.249630898237228394e+03
-3.492118958729248535e+12,-2.513047680929221191e+12,-1.068607528381604004e+10,-2.426375490402505875e+10,3.162237851142883301e+03,1.235854599523544312e+04
6.836479738369154297e+12,-2.424986362239723633e+12,1.089551065641011238e+10,-1.875547007280233765e+10,3.419049422264099121e+03,-8.581929438591003418e+03
4.642271938743937500e+12,1.608573432877918213e+12,1.422436139952695656e+10,2.960890247768287659e+10,-5.388330965995788574e+03,-1.230515141415596008e+04
