8.996882678539749634e+01,-7.549017465533438553e+01,-3.955728017886714354e-01,1.468185014537496391e+00
-4.342632530369900223e+02,-1.307063422363383154e+02,2.699438514053889571e-01,4.139844177731373254e-01
-2.571342759574517345e+02,1.182289882384099400e+02,3.347938006099830943e-01,-1.302881563819346056e+00
3.937901789863734621e+02,1.359251423715369356e+02,-3.659688930463359524e-01,-9.909330144603399892e-01
4.424313898539224965e+02,-6.744634458023635659e+01,-3.308871475082439395e-01,9.208058319223449972e-01
-3.081716385772735975e+02,-1.289616827260504408e+02,6.830972726121965766e-02,1.550422358073804352e+00
-6.433168022048000694e+02,-6.771748767019525417e+01,1.860110470466039556e-01,-3.315162537171813528e-01
1.638261766802344255e+02,1.096075116922157804e+02,4.370176085744465477e-01,-2.077701861297270636e+00
8.010486242384773732e+02,-1.237121527562114522e+02,-6.024390735063930163e-02,1.237729442452854545e-01
5.207292567741461653e+00,-3.762474546600994074e+01,-1.018333600250230564e+00,2.639418673832761186e+00
-8.863421410818079949e+02,-4.201107030201914654e+02,-1.884766915239149965e-01,6.125141245686598346e-01
-1.836414870893307523e+02,-3.712561561747253336e+01,1.308070175266446089e+00,-2.750607360858954742e+00
8.470636542785767915e+02,4.941902131194453318e+02,4.575006723939635811e-01,-8.079470086790518923e-01
3.262871599556364117e+02,1.362399957200230745e+02,-1.169647042055178998e+00,2.633177618797668540e+00
-6.900924173088574207e+02,-3.910818617830233848e+02,-4.551089087721670867e-01,8.924494332966182997e-01
-4.220444090782741569e+02,-1.657054604159808378e+02,6.135703202929375655e-01,-2.060082311722029047e+00
4.509496144195782676e+02,1.680512311470347981e+02,3.683931724846015165e-01,-1.122011228104492497e+00
5.139405760123008804e+02,1.143180194410901862e+02,5.694892225234066824e-02,1.068725643934539615e+00
-1.116722350338677927e+02,8.651239246927529791e+01,5.793529161415186118e-02,1.032624290600815620e+00
-5.551272738697938394e+02,-1.835938582546164710e+01,-8.469451530802377670e-01,1.570758530153683052e-01
-2.325959406326440160e+02,-2.960060211933812298e+02,-5.240024752446670320e-01,-1.031130061572853807e+00
5.638558654273490447e+02,-1.008372678845235981e+02,1.218782352337468566e+00,-1.180077243308811807e+00
4.874076793255835014e+02,3.395942782173763703e+02,8.524941359390408868e-01,1.271788385676598798e+00
-6.097104053439333029e+02,1.296882806620308202e+02,-1.106041782626755454e+00,2.150436754382430316e+00
-6.592600991155815109e+02,-2.399648948121571266e+02,-8.815612722369646770e-01,-1.830020339962122211e+00
6.705983641230155854e+02,-6.674074361770644259e+01,3.775333847185320946e-01,-2.528778844420606742e+00
7.313049100748650062e+02,-1.064917215303072950e+01,2.738711154770602785e-01,2.130648955025903568e+00
-7.428458579729335725e+02,-1.457276607408776101e+02,5.174325414688237812e-01,2.646329585494247016e+00
-7.701909868863770043e+02,2.673091699752981754e+02,6.838637791497800267e-01,-2.430897389992351165e+00
7.255097351230277809e+02,4.310769698823878571e+02,-1.365801574367028204e+00,-2.332361560497265618e+00
7.690521792466363422e+02,-3.973246937619760502e+02,-1.542724993972167002e+00,2.405307926167376653e+00
-6.068283850272500786e+02,-6.454020304113522570e+02,1.432389687714955784e+00,2.300155733452307949e+00
7.694518644756268486e+02,1.829788405059080787e+03,5.496249660107713986e+00,-1.482389793671085920e+00
4.778848571364518421e+02,3.834478111848344497e+02,-1.859152416811046704e+00,9.462161135569802095e-01
9.210939417074287121e+02,-9.079437110012943890e+01,-1.909035518563696465e+00,2.611047927439702487e-01
2.115617058564643571e+02,-4.544670636226174452e+02,2.870923307176790895e-01,2.367001710031036765e+00
4.001051819213971044e+02,1.011087311588359057e+03,6.622451415076366921e-01,-2.343404695290529194e+00
-8.244388261049002722e+02,1.212071782173645085e+00,8.083378051584677593e-01,-2.821443371630993457e+00
1.122726481778999641e+03,6.912931610814486021e+02,1.250971846647346952e+00,-4.255846117995049305e+00
1.442278706314833926e+03,5.345143841044081228e+02,-1.643241648781210484e+00,3.432909398565679115e+00
-1.105645815287467030e+03,-1.002786490797613055e+03,-3.377779105043046126e+00,6.741190053110421410e+00
-1.875590740443130926e+03,-1.115726831683888577e+03,1.957308183381932132e+00,-3.775333135754360026e+00
1.044008750052778169e+03,1.165262971582277487e+03,4.592969783509497361e+00,-7.681276188018776097e+00
1.940032467558669850e+03,1.398675995503699596e+03,-1.402281675064128930e+00,4.236755694386323157e+00
-9.261460322695199920e+02,-1.111617893739330157e+03,-4.554696682144625974e+00,7.649243606471454626e+00
-7.041842714955976135e+02,5.009521707374486965e+01,1.438131362214230968e+01,1.919923047668563143e+01
6.135274404455882404e+02,8.901308037316920263e+02,1.878100332142862650e+00,-5.442153419250189472e+00
6.353253182032914310e+02,1.058006466056573203e+02,-9.132932621301924625e-01,4.960714675072749102e+00
6.434375578548499561e+02,-1.233881415374292374e+03,3.170686804895211264e+00,2.198006012716735569e+00
5.256440795485525996e+03,1.689320954346285362e+03,7.904059135681765547e+00,-6.969052661387111769e+00
8.878455672033775045e+03,4.579198551573774239e+03,3.066409276492171619e-10,9.304856192300264376e-11
5.296859260940128479e+03,1.796011430828000812e+03,-6.236341720205677674e+00,6.260606798996026789e+00
